         410855 function calls (410654 primitive calls) in 15.591 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      248    0.000    0.000    0.000    0.000 Z:\Python311\Lib\typing.py:2287(cast)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:89(_wrapreduction_any_all)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_tags.py:298(get_tags)
       78    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:168(<genexpr>)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\weakref.py:427(__setitem__)
        7    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:589(__init__)
       65    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\getlimits.py:721(max)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1534(resize)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:92(memoize)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\decomposition\_pca.py:848(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3190(bind)
        7    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:142(getdata)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numba\np\ufunc\parallel.py:584(set_num_threads)
       10    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_matrix.py:23(_csr_container)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2018(nonzero)
       12    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:350(isintlike)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numerictypes.py:471(issubdtype)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:564(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:618(_matmul_vector)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:113(__exit__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3059(_bind)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:339(_unique1d)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3190(min)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:834(__sklearn_tags__)
        2    0.000    0.000    0.000    0.000 {function matrix.sum at 0x000001C2F4212980}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_minpack_py.py:573(_initialize_feasible)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\nn\modules\utils.py:35(_list_with_default)
      258    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:115(_aligned_zeros)
    16/13    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\matrixlib\defmatrix.py:172(__array_finalize__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\linalg\lapack.py:1025(_compute_lwork)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2589(all)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_shape_base_impl.py:1204(tile)
       11    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:112(getdtype)
       75    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:50(_sum)
        3    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 Z:\Python311\Lib\enum.py:688(__call__)
      101    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_data.py:24(dtype)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:27(__exit__)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:564(<genexpr>)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:34(_min_int)
        5    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:491(memoize)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\warnings.py:166(simplefilter)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numerictypes.py:368(_preprocess_dtype)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:39(_remove)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        8    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
      134    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:580(can_cast)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat_maxnnz}
       35    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       19    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:25(upcast)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\common\_aliases.py:594(isdtype)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:552(<genexpr>)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1016(eliminate_zeros)
      110    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_matrix.py:65(get_shape)
        3    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\decomposition\_pca.py:399(__init__)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\linalg\blas.py:395(getter)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:839(<listcomp>)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_ufunc_config.py:440(__enter__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:67(_all)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numerictypes.py:289(issubclass_)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:596(is_satisfied_by)
       96    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:477(<genexpr>)
       98    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:385(format)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:454(__sklearn_tags__)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:137(ones)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:1324(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:1665(__init__)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1904(ravel)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:171(device)
       11    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\common\_helpers.py:660(_check_device)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:406(validateaxis)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\dateutil\tz\tz.py:74(utcoffset)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\weakref.py:369(remove)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:530(is_satisfied_by)
       78    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:172(<genexpr>)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:735(unwrap)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_set_output.py:265(_wrap_data_with_container)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\warnings.py:182(_add_filter)
       18    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:241(write)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\functools.py:393(__get__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\linalg\_linalg.py:2575(norm)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:336(get_sum_dtype)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:313(_is_arraylike_not_scalar)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:1488(check_random_state)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_set_output.py:230(_get_output_config)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\warnings.py:467(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2477(any)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\contextlib.py:299(helper)
       23    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3002(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_tocsc}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_interface.py:817(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3328(prod)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3052(max)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\autograd\grad_mode.py:80(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:438(__init__)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:53(_commit_removals)
        9    0.000    0.000    0.000    0.000 Z:\Python311\Lib\enum.py:193(__get__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\common\_aliases.py:24(arange)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_matrix.py:13(_coo_container)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\hashlib.py:152(__hash_new)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numba\core\serialize.py:30(_numba_unpickle)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\autograd\grad_mode.py:184(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2875(apply_defaults)
       10    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      100    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_csr.py:127(_swap)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\_parallel_backends.py:382(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:316(__init__)
        1    0.000    0.000    0.000    0.000 {method 'to' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:546(<genexpr>)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\metrics\pairwise.py:51(_return_float_dtype)
       10    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:296(__init__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:429(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:5644(append)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:167(get_annotations)
       12    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\cProfile.py:118(__exit__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\autograd\grad_mode.py:84(__exit__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:2697(_check_feature_names)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._get_cudnn_enabled}
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:290(full)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:572(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_data.py:32(_deduped_data)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:351(_remove_non_arrays)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_interface.py:169(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:110(raise_disconnected_warning)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:2344(_is_pandas_df)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_ufunc_config.py:456(__exit__)
       23    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:215(<genexpr>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_csr.py:287(isspmatrix_csr)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\linalg\lapack.py:1059(_check_work_float)
       13    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3523(ndim)
       10    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1048(has_canonical_format)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.new}
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\shape_base.py:21(atleast_1d)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:409(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFEA38C0FD0}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1130(argsort)
       68    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:109(take)
        4    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:751(save_long)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:2790(_check_n_features)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\multiprocessing\synchronize.py:94(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:2380(_get_feature_names)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:318(_use_interchange_protocol)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_eliminate_zeros}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:305(_is_arraylike)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:187(disable_on_exception)
       31    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:447(_check_params)
       30    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:1206(daemon)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:76(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:548(<listcomp>)
       65    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2734(kind)
       10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       25    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1069(has_sorted_indices)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_set_output.py:190(supported_outputs)
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:533(<listcomp>)
       10    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:597(<genexpr>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:213(ones_like)
       51    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2722(name)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.TensorBase' objects}
       20    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_matrix.py:18(_csc_container)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:760(get_lock)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:851(save_str)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_matvec}
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:573(<genexpr>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\utils\_contextlib.py:154(__new__)
        8    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:231(<listcomp>)
       80    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:152(wrapper_setattr)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:222(__eq__)
        6    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:566(convert_pydata_sparse_to_scipy)
       20    0.000    0.000    0.000    0.000 Z:\Python311\Lib\enum.py:1095(__new__)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:300(is_satisfied_by)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\_monitor.py:94(report)
       26    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:264(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_interface.py:154(__new__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_threadsafety.py:30(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\autograd\grad_mode.py:75(__init__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:76(downcast_intp_index)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\matrixlib\defmatrix.py:941(T)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:1157(__hash__)
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:328(_num_features)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\shape_base.py:80(atleast_2d)
        1    0.000    0.000    0.000    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:282(walk)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.expandptr}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\_parallel_backends.py:51(__init__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:671(_ensure_no_complex_data)
